,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
142,0xae56,COIMBRES02DEL01,24.0,4.6,11.022477,76.995667,11.132477,77.105667,04-03-2022,17:50,0.75,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30
143,0x8d18,RANCHIRES12DEL02,23.0,4.8,0.0,0.0,0.02,0.02,03-04-2022,10:25,10:35,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19
144,0x9cba,VADRES18DEL01,36.0,4.9,0.0,0.0,0.01,0.01,11-03-2022,09:10,09:25,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27
145,0x9b79,MYSRES13DEL01,39.0,4.8,12.310972,76.659264,12.350972,76.699264,01-04-2022,12:30,12:45,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,28
146,0x596a,COIMBRES03DEL02,20.0,4.7,11.025083,77.015393,11.105083,77.095393,20-03-2022,17:10,17:20,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24
147,0x78aa,MYSRES16DEL02,20.0,5.0,12.316967,76.603067,12.446967,76.733067,31-03-2022,19:15,19:30,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,36
148,0xd7ec,KOLRES04DEL03,29.0,4.3,22.538731,88.364878,22.598731,88.424878,13-02-2022,23:50,23:55,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28
149,0x55b1,COIMBRES11DEL01,36.0,4.8,11.001753,76.986241,11.111753,77.096241,29-03-2022,18:45,18:50,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,31
150,0x87e4,VADRES13DEL03,36.0,4.0,22.310237,73.158921,22.400237,73.248921,16-03-2022,20:40,20:45,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44
151,0x82c3,RANCHIRES04DEL02,22.0,4.8,23.359033,85.325347,23.439033,85.405347,14-03-2022,22:10,22:25,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15
152,0x5397,PUNERES18DEL01,38.0,4.4,18.593481,73.785901,18.663481,73.855901,31-03-2022,17:20,17:25,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33
153,0x876b,SURRES01DEL02,39.0,4.9,21.186438,72.794115,21.236438,72.844115,17-03-2022,19:55,20:10,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30
154,0x3a5a,INDORES08DEL02,24.0,4.9,22.725748,75.898497,22.775748,75.948497,28-03-2022,18:15,18:25,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22
155,0x51e4,VADRES18DEL01,30.0,4.1,0.0,0.0,0.07,0.07,04-04-2022,23:50,1,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,43
156,0x5631,HYDRES18DEL03,35.0,4.8,17.450851,78.379347,17.540851,78.469347,04-03-2022,17:25,17:35,Fog,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48
157,0x1dac,CHENRES07DEL03,33.0,4.5,13.081878,80.248519,13.171878,80.338519,04-03-2022,23:45,1,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19
158,0xde01,KOCRES010DEL01,39.0,4.7,10.035573,76.336958,10.105573,76.406958,14-02-2022,18:30,18:35,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,21
159,0x8771,VADRES11DEL02,31.0,4.3,22.308096,73.167753,22.388096,73.247753,25-03-2022,21:35,21:45,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,44
160,0x3645,CHENRES20DEL01,37.0,4.5,12.975996,80.221898,12.985996,80.231898,17-03-2022,08:40,08:55,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26
161,0x1ff1,MYSRES04DEL03,37.0,4.7,12.3085,76.665808,12.3385,76.695808,01-04-2022,22:35,22:40,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,26
162,0x4a3c,MUMRES13DEL01,33.0,5.0,19.178321,72.834715,19.188321,72.844715,19-03-2022,11:45,11:50,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,31
163,0x6e0d,RANCHIRES03DEL03,24.0,4.6,0.0,0.0,0.06,0.06,07-03-2022,23:25,23:40,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19
164,0x6cc6,JAPRES08DEL02,33.0,4.5,26.910262,75.783013,26.990262,75.863013,02-03-2022,19:10,19:15,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,18
165,0xc141,ALHRES12DEL01,39.0,4.7,25.443994,81.860187,25.513994,81.930187,16-02-2022,18:45,0.791666667,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,38
166,0x690f,RANCHIRES11DEL03,37.0,4.6,23.359194,85.325447,23.449194,85.415447,29-03-2022,18:15,18:25,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32
167,0xb4ba,HYDRES19DEL02,25.0,4.9,17.458998,78.500366,17.508998,78.550366,07-03-2022,22:30,22:35,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,17
168,0x63a9,PUNERES17DEL03,28.0,4.8,18.530963,73.828972,18.590963,73.888972,03-03-2022,0.791666667,19:05,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,11
169,0x88dd,MYSRES010DEL01,38.0,4.7,12.321214,76.621094,12.361214,76.661094,30-03-2022,13:10,13:20,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31
170,0x1b58,JAPRES03DEL01,,,26.913483,75.803139,26.983483,75.873139,12-03-2022,,17:50,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,43
171,0x87a8,MYSRES04DEL03,31.0,4.6,12.3085,76.665808,12.3685,76.725808,19-03-2022,17:55,18:05,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25
172,0x3f8d,MUMRES06DEL03,25.0,4.8,19.055831,72.833984,19.115831,72.893984,15-03-2022,19:50,20:05,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,22
173,0x290c,MYSRES18DEL01,35.0,4.9,12.337928,76.617889,12.407928,76.687889,02-03-2022,21:15,21:20,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,43
174,0x7ece,RANCHIRES18DEL01,39.0,4.7,23.351489,85.324253,23.421489,85.394253,31-03-2022,19:35,19:45,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42
175,0x1365,INDORES06DEL02,38.0,3.9,22.728163,75.884212,22.808163,75.964212,06-03-2022,19:10,19:20,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42
176,0x33a4,CHENRES15DEL03,35.0,4.7,13.026286,80.275235,13.056286,80.305235,21-03-2022,21:20,21:30,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34
177,0x8f3c,JAPRES07DEL02,29.0,4.7,26.766536,75.837333,26.786536,75.857333,01-03-2022,09:50,10:05,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17
178,0x2fe1,SURRES18DEL03,27.0,4.6,21.149834,72.778666,21.179834,72.808666,24-03-2022,20:35,20:40,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25
179,0x4b5b,MYSRES04DEL03,38.0,4.3,12.3085,76.665808,12.3985,76.755808,04-04-2022,21:15,21:25,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Semi-Urban,54
180,0x7405,SURRES19DEL01,36.0,4.9,21.149669,72.772629,21.219669,72.842629,02-03-2022,0.958333333,23:15,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21
181,0x6245,HYDRES04DEL01,26.0,4.0,17.411028,78.329645,17.451028,78.369645,01-04-2022,0.625,15:10,Cloudy,High,1,Buffet,motorcycle,,No,Metropolitian,34
182,0xd02b,KNPRES16DEL03,26.0,4.1,26.482581,80.315628,26.572581,80.405628,12-02-2022,19:45,19:50,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,36
183,0x1f0e,MYSRES12DEL03,36.0,4.9,12.284747,76.625861,12.344747,76.685861,05-04-2022,17:45,17:55,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17
184,0x7085,JAPRES09DEL01,21.0,4.7,26.911378,75.789034,26.921378,75.799034,03-03-2022,0.375,09:10,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16
185,0x57fa,CHENRES04DEL02,35.0,4.7,13.02978,80.208812,13.10978,80.288812,06-04-2022,0.833333333,20:05,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,27
186,0x57fc,MYSRES09DEL01,20.0,4.5,12.323194,76.630583,12.363194,76.670583,17-03-2022,12:50,12:55,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,26
187,0x7a1f,PUNERES19DEL03,23.0,4.6,18.563934,73.915367,18.653934,74.005367,31-03-2022,21:40,21:55,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46
188,0xceac,KOLRES18DEL03,37.0,5.0,22.569367,88.433187,22.629367,88.493187,17-02-2022,19:55,20:05,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29
189,0xa0a5,BANGRES14DEL03,26.0,4.8,12.949934,77.699386,13.009934,77.759386,09-03-2022,19:35,19:40,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23
190,0x892d,SURRES09DEL02,29.0,5.0,21.175975,72.795503,21.255975,72.875503,27-03-2022,22:35,22:50,Sandstorms,Low,1,Snack,scooter,,No,Urban,11
191,0x6118,INDORES09DEL01,26.0,4.9,22.725835,75.887648,22.835835,75.997648,25-03-2022,17:10,17:25,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,28
192,0x46fd,PUNERES09DEL03,29.0,4.8,18.536562,73.896485,18.596562,73.956485,11-03-2022,19:35,19:40,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25
193,0x5134,RANCHIRES01DEL02,29.0,4.7,23.416792,85.316842,23.436792,85.336842,03-03-2022,10:30,10:45,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11
194,0xd418,LUDHRES010DEL03,21.0,4.9,30.89286,75.822199,30.92286,75.852199,15-02-2022,18:10,18:20,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26
195,0x256c,MYSRES13DEL02,22.0,4.3,12.310972,76.659264,12.330972,76.679264,07-03-2022,10:10,10:25,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23
196,0x6055,JAPRES18DEL02,31.0,4.0,26.913987,75.752891,26.993987,75.832891,18-03-2022,17:50,18:05,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,39
197,0x7bfb,COIMBRES11DEL02,20.0,4.5,11.001753,76.986241,11.021753,77.006241,03-04-2022,08:50,0.375,Fog,Low,1,Snack,motorcycle,0.0,No,,11
198,0x7220,VADRES13DEL02,30.0,3.9,22.310237,73.158921,22.390237,73.238921,06-04-2022,19:55,20:10,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,32
199,0x1568,BANGRES01DEL01,36.0,4.8,12.933284,77.615428,13.003284,77.685428,06-03-2022,17:55,18:10,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43
200,0x41ea,MYSRES08DEL01,24.0,4.7,12.297954,76.665169,12.337954,76.705169,19-03-2022,15:30,15:40,Fog,Medium,1,Buffet,scooter,,No,Metropolitian,13
201,0x1c60,MYSRES15DEL01,32.0,4.7,12.352058,76.60665,12.362058,76.61665,21-03-2022,09:40,09:50,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,25
202,0x7944,CHENRES02DEL03,25.0,5.0,13.086438,80.220672,13.146439,80.280672,19-03-2022,18:20,18:25,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27
203,0x77ee,HYDRES12DEL01,27.0,4.5,17.429585,78.392621,17.469585,78.432621,28-03-2022,15:35,15:50,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29
204,0x2192,BANGRES07DEL01,32.0,4.1,12.978453,77.643685,13.048453,77.713685,29-03-2022,18:15,18:30,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33
205,0x48c7,CHENRES09DEL01,23.0,4.7,13.044694,80.26147,13.084694,80.30147,17-03-2022,16:55,0.708333333,Fog,Medium,1,Drinks,motorcycle,1.0,No,Urban,19
206,0x78bf,BANGRES04DEL02,39.0,4.4,12.98041,77.640489,13.11041,77.770489,29-03-2022,18:10,18:15,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33
207,0x7a5a,VADRES04DEL03,20.0,4.8,0.0,0.0,0.06,0.06,21-03-2022,19:15,19:20,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28
208,0x4321,JAPRES13DEL02,20.0,4.8,26.846156,75.8023,26.926156,75.8823,04-03-2022,18:25,18:35,Windy,Medium,2,Drinks,electric_scooter,0.0,No,,15
209,0xe00d,ALHRES07DEL03,29.0,4.6,25.449659,81.839744,25.479659,81.869744,15-02-2022,20:30,20:45,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29
210,0x1e86,JAPRES06DEL03,26.0,4.9,26.911927,75.797282,27.051927,75.937282,29-03-2022,22:55,0.958333333,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,18
211,0xcff0,KOCRES03DEL01,25.0,5.0,10.020683,76.310631,10.030683,76.320631,13-02-2022,10:55,0.458333333,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,14
212,0x1e2d,BANGRES13DEL01,34.0,4.7,12.935662,77.61413,12.975662,77.65413,03-04-2022,0.666666667,16:15,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30
213,0xd072,GOARES02DEL01,31.0,4.9,15.585658,73.743606,15.625658,73.783606,13-02-2022,14:50,15:05,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,28
214,0x9a57,RANCHIRES03DEL02,24.0,4.7,0.0,0.0,0.13,0.13,16-03-2022,20:20,20:25,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39
215,0x427b,HYDRES12DEL03,30.0,4.9,17.429585,78.392621,17.519585,78.482621,02-04-2022,0.791666667,19:15,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,30
216,0x52e2,JAPRES07DEL02,36.0,4.8,26.766536,75.837333,26.896536,75.967333,20-03-2022,18:15,18:20,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36
217,0x9395,JAPRES13DEL03,36.0,4.4,26.846156,75.8023,26.986156,75.9423,29-03-2022,23:35,23:50,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,37
218,0xb5d2,JAPRES18DEL03,26.0,4.7,26.913987,75.752891,27.053987,75.892891,04-03-2022,19:35,19:40,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43
219,0x6c4d,VADRES05DEL01,30.0,4.6,22.310526,73.170937,22.420526,73.280937,27-03-2022,23:35,23:45,Sunny,Low,2,Buffet,scooter,1.0,No,,29
220,0xd1c8,AURGRES02DEL03,20.0,4.8,0.0,0.0,0.03,0.03,11-02-2022,0.75,18:15,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25
221,0x98ca,BANGRES17DEL02,33.0,4.7,12.972532,77.608179,13.022532,77.658179,09-03-2022,18:10,18:25,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,15
222,0x1b5b,RANCHIRES14DEL01,,,0.0,0.0,0.07,0.07,02-03-2022,,20:50,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,24
223,0x644b,MUMRES20DEL03,34.0,4.0,19.103249,72.846749,19.193249,72.936749,12-03-2022,21:10,21:15,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39
224,0x7a2d,HYDRES14DEL02,36.0,4.6,17.426228,78.407495,17.506228,78.487495,04-04-2022,23:40,23:50,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20
225,0xe13f,KNPRES02DEL02,33.0,4.6,26.471617,80.313564,26.491617,80.333564,11-02-2022,0.458333333,11:10,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15
226,0xc278,AURGRES19DEL01,22.0,4.8,19.866969,75.318894,19.976969,75.428894,18-02-2022,22:45,0.958333333,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16
227,0x5912,PUNERES18DEL01,38.0,4.7,18.593481,73.785901,18.603481,73.795901,19-03-2022,0.458333333,11:15,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,19
228,0xab33,BANGRES08DEL02,27.0,4.9,12.906229,77.596791,12.986229,77.676791,02-03-2022,23:25,23:40,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,20
229,0xdd96,KNPRES16DEL01,32.0,4.8,26.482581,80.315628,26.552581,80.385628,14-02-2022,0.875,21:10,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25
230,0x7646,BANGRES010DEL02,26.0,4.8,12.933298,77.614293,13.013298,77.694293,27-03-2022,19:30,19:40,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43
231,0x5ef5,INDORES03DEL02,29.0,4.5,22.751857,75.866699,22.881857,75.996699,04-03-2022,22:55,23:05,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,15
232,0x7ef7,COIMBRES16DEL02,31.0,4.5,11.010375,76.95295,11.090375,77.03295,06-04-2022,20:25,20:40,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,29
233,0x1136,HYDRES20DEL01,28.0,4.6,17.483216,78.552111,17.523216,78.592111,26-03-2022,12:35,12:50,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,14
234,0xd032,AGRRES08DEL03,21.0,4.8,27.160934,78.044095,27.220934,78.104095,11-02-2022,18:55,0.791666667,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,11
235,0x199d,COIMBRES15DEL02,21.0,4.0,11.006686,76.951736,11.056686,77.001736,28-03-2022,22:45,22:50,Sandstorms,Low,0,Buffet,motorcycle,,No,Metropolitian,19
236,0x871c,RANCHIRES12DEL02,30.0,4.9,0.0,0.0,0.08,0.08,18-03-2022,23:45,23:55,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29
237,0xcf18,ALHRES05DEL01,29.0,4.7,25.457687,81.835585,25.497687,81.875585,11-02-2022,15:25,15:30,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,11
238,0x1dad,MUMRES01DEL01,20.0,4.8,19.12663,72.829976,19.13663,72.839976,28-03-2022,11:30,11:40,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,14
239,0xc918,AURGRES14DEL03,28.0,5.0,19.875016,75.322405,19.965016,75.412405,16-02-2022,22:35,22:45,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15
240,0x33c1,MUMRES13DEL01,25.0,4.7,19.178321,72.834715,19.248321,72.904715,16-03-2022,23:35,23:45,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16
241,0x1b50,PUNERES16DEL01,,,18.536718,73.830327,18.646718,73.940327,08-03-2022,,21:25,,,3,Buffet,motorcycle,1.0,Yes,Urban,43
242,0x27fe,CHENRES14DEL02,38.0,4.8,13.026279,80.174568,13.046279,80.194568,28-03-2022,10:25,10:30,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20
243,0x1536,HYDRES06DEL03,39.0,4.9,17.455894,78.375467,17.485894,78.405467,03-03-2022,22:20,22:30,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26
244,0xa152,SURRES18DEL03,26.0,4.9,21.149834,72.778666,21.209834,72.838666,13-03-2022,17:15,17:20,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26
245,0x9c9a,COIMBRES02DEL01,33.0,4.4,11.022477,76.995667,11.092477,77.065667,14-03-2022,21:30,21:45,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,43
246,0x3052,VADRES13DEL03,24.0,4.6,22.310237,73.158921,22.370237,73.218921,01-03-2022,18:40,18:50,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,25
247,0x1045,COIMBRES16DEL01,24.0,4.9,11.010375,76.95295,11.050375,76.99295,21-03-2022,15:10,15:20,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28
248,0x2391,INDORES13DEL03,33.0,4.5,22.745049,75.892471,22.835049,75.982471,10-03-2022,22:50,23:05,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17
249,0x7ddd,INDORES12DEL03,35.0,4.2,22.74806,75.8934,22.83806,75.9834,20-03-2022,19:30,19:40,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44
250,0x279f,MUMRES13DEL03,27.0,4.2,19.178321,72.834715,19.268321,72.924715,06-04-2022,20:30,20:35,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33
251,0xe76,CHENRES06DEL02,,,13.054347,80.257221,13.104347,80.307221,15-03-2022,18:35,18:40,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,19
252,0xaefa,BANGRES06DEL03,29.0,4.5,12.979096,77.640625,13.009096,77.670625,03-04-2022,18:45,18:50,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15
253,0xdad6,AGRRES11DEL02,34.0,4.7,27.163303,78.057044,27.293303,78.187044,12-02-2022,23:10,23:20,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27
254,0xc237,KNPRES15DEL02,20.0,4.7,26.482419,80.320939,26.502419,80.340939,11-02-2022,11:10,11:25,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25
255,0x4efc,VADRES13DEL01,29.0,4.8,22.310237,73.158921,22.350237,73.198921,05-04-2022,13:50,13:55,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,18
256,0x6e33,VADRES01DEL03,22.0,4.9,22.307898,73.167788,22.367898,73.227788,05-04-2022,18:40,18:45,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21
257,0xd92f,AGRRES03DEL01,35.0,4.9,27.160832,78.011608,27.230832,78.081608,18-02-2022,21:15,21:30,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,53
258,0xd902,KOCRES14DEL01,32.0,4.4,10.027014,76.308053,10.137014,76.418053,12-02-2022,21:45,21:55,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,42
259,0xd91a,LUDHRES18DEL01,28.0,4.9,30.890184,75.829615,31.000184,75.939615,14-02-2022,21:20,21:35,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,20
260,0x4f0c,COIMBRES14DEL02,30.0,4.7,11.003681,76.975525,11.133681,77.105525,02-03-2022,22:45,22:55,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,29
261,0x8456,CHENRES19DEL01,22.0,4.7,12.986047,80.218114,13.096047,80.328114,04-04-2022,20:10,20:20,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,15
262,0x3329,COIMBRES15DEL02,36.0,4.7,11.006686,76.951736,11.056686,77.001736,09-03-2022,18:20,18:35,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30
263,0x1aa8,SURRES20DEL02,23.0,4.8,21.15276,72.778059,21.28276,72.908059,12-03-2022,20:40,20:45,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28
264,0x144d,INDORES18DEL02,22.0,4.8,22.753839,75.897429,22.773839,75.917429,01-04-2022,0.416666667,10:05,Stormy,Low,2,Drinks,motorcycle,1.0,No,,19
265,0xd27b,AURGRES04DEL02,29.0,4.5,19.876106,75.340775,20.006106,75.470775,18-02-2022,22:30,22:40,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15
266,0xadd6,CHENRES01DEL01,34.0,4.9,13.005801,80.250744,13.115801,80.360744,23-03-2022,21:50,22:05,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50
267,0x7c60,BANGRES010DEL01,38.0,4.1,12.933298,77.614293,12.943298,77.624293,05-03-2022,11:50,11:55,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41
268,0x4fb8,VADRES09DEL01,35.0,5.0,0.0,0.0,0.07,0.07,27-03-2022,17:25,17:35,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37
269,0x1406,VADRES15DEL03,38.0,4.7,0.0,0.0,0.06,0.06,19-03-2022,21:55,22:10,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28
270,0xc63e,DEHRES010DEL01,32.0,4.3,30.328174,78.049117,30.398174,78.119117,16-02-2022,18:40,18:55,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,35
271,0x7b03,BANGRES07DEL01,20.0,4.5,12.978453,77.643685,13.048453,77.713685,02-03-2022,20:25,20:35,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27
272,0x4314,CHENRES05DEL02,25.0,4.9,13.058616,80.264151,13.138616,80.344151,02-03-2022,21:45,21:50,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43
273,0x9e5a,JAPRES06DEL03,29.0,4.5,26.911927,75.797282,26.971927,75.857282,05-04-2022,22:20,22:30,Fog,Low,2,Meal,scooter,0.0,No,,12
274,0xc044,AGRRES12DEL03,32.0,4.7,-27.165108,78.015053,27.225108,78.075053,13-02-2022,20:55,21:10,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31
275,0xd7d3,DEHRES12DEL02,39.0,4.1,0.0,0.0,0.13,0.13,14-02-2022,21:35,21:40,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39
276,0x70b1,VADRES01DEL01,31.0,4.4,22.307898,73.167788,22.417898,73.277788,20-03-2022,21:15,21:20,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47
277,0x59e5,SURRES13DEL02,37.0,4.5,21.170096,72.789122,21.220096,72.839122,11-03-2022,23:30,23:35,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26
278,0xdeac,LUDHRES05DEL03,36.0,4.9,30.905562,75.832841,30.995562,75.922841,18-02-2022,17:15,17:30,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31
279,0xa053,JAPRES16DEL03,37.0,3.8,26.849596,75.800512,26.989596,75.940512,04-04-2022,20:45,20:55,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42
280,0x4db,PUNERES02DEL03,,,-18.55144,-73.804855,18.61144,73.864855,05-03-2022,,22:05,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,12
281,0x7031,COIMBRES14DEL01,38.0,4.9,11.003681,76.975525,11.043681,77.015525,09-03-2022,13:30,13:40,Cloudy,High,2,Snack,scooter,,No,Metropolitian,25
282,0xd3bc,AGRRES010DEL02,37.0,4.4,27.163303,78.057044,27.243303,78.137044,18-02-2022,0.916666667,22:10,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39
283,0x8de9,SURRES14DEL03,21.0,4.9,21.157729,72.768726,21.247729,72.858726,20-03-2022,23:20,23:30,Fog,Low,2,Buffet,scooter,1.0,No,,21
284,0x7c84,JAPRES04DEL03,35.0,4.9,26.902328,75.794257,26.932328,75.824257,26-03-2022,18:35,18:40,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18
